ID czaswypelnienia czasnauka procentzajec czasaktywnosci srednia motywacja zaangazowanie FTP IQ ekstrawersja ugodowosc sumiennosc neurotyzm otwartoscnadoswiadczenia plec0 plec studia wiek edukacjarodzicow0 edukacjarodzicow wsparciefinansowe0 wsparciefinansowe dochodrozporzadzalny0 dochodrozporzadzalny trybstudiaw0 trybstudiaw kierunek humanistyczne inzynieryjnotechniczne medyczneinaukiozdrowiu unknown scisleiprzyrodnicze miejscowosc zamieszkanie0 zamieszkanie czasnauka0 czasaktywnosci0 biblio0 biblio l_zaangazowanie sq_zaangazowanie sq_FTP sq_IQ sq_sumiennosc l_neurotyzm l_zaangazowanie_boxcox l_l_zaangazowanie_boxcox FTP_trybstudiaw IQ_trybstudiaw ekstrawersja_trybstudiaw sumiennosc_trybstudiaw edukacjarodzicow_trybstudiaw wsparciefinansowe_trybstudiaw FTP_edukacjarodzicow IQ_edukacjarodzicow ekstrawersja_edukacjarodzicow sumiennosc_edukacjarodzicow wsparcie_edukacjarodzicow trybstudiaw_edukacjarodzicow mask sq_sq_sumiennosc sq_wsparciefinansowe czydochod czydochod2 uhat1
155 647.000006656162 0 50 6 4.5 31 25 13 4 5 7 6 3 8 "Mężczyzna" 1 "5 lat" 24 "Wykształcenie wyższe" 1 "W 100% utrzymuję się sam" 1 "8000 i powyżej" 9500 "Studia zaoczne / niestacjonarne lub inne;" 0 "Społeczne i ekonomiczne;" 0 0 0 1 0 "Miasto powyżej 500 tys." "Mieszkam ze swoją rodziną (współmałżonkiem, partnerem, dziećmi);" 0 "mniej niż 1 godzinę tygodniowo" "4 godziny dziennie lub więcej" "Rzadziej lub wcale" 0 3.2188758248682 625 169 16 36 1.09861228866811 8 2.07944154167984 0 0 0 0 0 0 13 4 5 6 1 0 1 1296 1 0 9500 -1.82815061798101
157 1404.99999399763 6 100 6 3.78 32 100 19 5 9 7 5 6 8 "Kobieta" 0 "5 lat" 24 "Wykształcenie wyższe" 1 "Moi rodzice (lub dalsza rodzina, np. dziadkowie, wujostwo) utrzymują mnie w 100%" 5 "8000 i powyżej" 9500 "Studia stacjonarne;" 1 "Inżynieryjno-techniczne;" 0 1 0 0 0 "Miasto powyżej 500 tys." "Mieszkam w akademiku;" 0 "4 godziny dziennie lub więcej" "4 godziny dziennie lub więcej" "Tylko podczas sesji" 1 4.60517018598809 10000 361 25 25 1.79175946922806 18 2.89037175789616 19 5 9 5 1 5 19 5 9 5 5 1 1 625 25 0 9500 4.74502021133515
158 803.000001632608 0 35 6 4.57 35 17.5 14 2 7 7 4 8 8 "Mężczyzna" 1 "4 lata" 23 "Wykształcenie wyższe" 1 "W połowie utrzymuję się sam, a w połowie wspierają mnie rodzice (lub dalsza rodzina)" 3 "8000 i powyżej" 9500 "Studia stacjonarne;" 1 "Inżynieryjno-techniczne;" 0 1 0 0 0 "Miasto powyżej 500 tys." "Mieszkam wspólnie z rodzicami;" 1 "mniej niż 1 godzinę tygodniowo" "4 godziny dziennie lub więcej" "Tylko podczas sesji" 1 2.86220088092947 306.25 196 4 16 2.07944154167984 6.36660026534076 1.85106561680246 14 2 7 4 1 3 14 2 7 4 3 1 1 256 9 9500 0 -3.71681229363931
159 332.000000285916 1 8 0.5 4 34 12.3333333333333 14 1 6 7 5 5 8 "Kobieta" 0 "3 lata" 22 "Wykształcenie wyższe" 1 "W większości utrzymuję się sam, moi rodzice (lub dalsza rodzina) wspierają mnie w niewielkim stopniu" 2 "5000-7999" 6500 "Studia zaoczne / niestacjonarne lub inne;" 0 "Inżynieryjno-techniczne;" 0 1 0 0 0 "Miasto do 50 tys." "Mieszkam sam;" 0 "4-7 godzin tygodniowo" "1-3 godziny tygodniowo" "Rzadziej lub wcale" 0 2.51230562397611 152.111111111111 196 1 25 1.6094379124341 5.02376916856849 1.61418048236364 0 0 0 0 0 0 14 1 6 5 2 0 1 625 4 0 6500 -3.87131263216003
160 1914.99999503139 1 100 1 4.3 30 58.3333333333333 17 3 5 7 4 5 7 "Mężczyzna" 1 "1 rok" 20 "Wykształcenie wyższe" 1 "W połowie utrzymuję się sam, a w połowie wspierają mnie rodzice (lub dalsza rodzina)" 3 "1000-1999" 1500 "Studia stacjonarne;" 1 "Humanistyczne;" 1 0 0 0 0 "Miasto powyżej 500 tys." "Mieszkam wspólnie z rodzicami;" 1 "4-7 godzin tygodniowo" "4-7 godzin tygodniowo" "Kilka razy w tygodniu" 4 4.0661736852554 3402.77777777778 289 9 16 1.6094379124341 13.2752523165195 2.5859015738415 17 3 5 4 1 3 17 3 5 4 3 1 1 256 9 1500 0 0.598153170404082
161 1216.9999959413 0.5 70 1 4.38 28 39.1666666666667 14 1 5 8 7 4 8 "Mężczyzna" 1 "2 lata" 21 "Wykształcenie wyższe" 1 "Mam trochę własnych środków, ale w większości utrzymują mnie moi rodzice (lub dalsza rodzina)" 4 "3000-4999" 4000 "Studia stacjonarne;" 1 "Społeczne i ekonomiczne;" 0 0 0 1 0 "Miasto od 150 tys. do 500 tys." "Mieszkam w mieszkaniu studenckim (wynajmuję ze znajomymi);" 0 "1-3 godziny tygodniowo" "4-7 godzin tygodniowo" "Kilka razy w tygodniu" 4 3.6678260449161 1534.02777777778 196 1 49 1.38629436111989 10.5166555703457 2.35296024520088 14 1 5 7 1 4 14 1 5 7 4 1 1 2401 16 0 4000 -1.21366090745329
162 592.999997804873 0.5 75 6 4.4 32 41.6666666666667 15 2 6 6 3 6 6 "Kobieta" 0 "2 lata" 21 "Wykształcenie wyższe" 1 "Mam trochę własnych środków, ale w większości utrzymują mnie moi rodzice (lub dalsza rodzina)" 4 "2000-2999" 2500 "Studia stacjonarne;" 1 "Społeczne i ekonomiczne;" 0 0 0 1 0 "Miasto do 50 tys." "Mieszkam w mieszkaniu studenckim (wynajmuję ze znajomymi);" 0 "1-3 godziny tygodniowo" "4 godziny dziennie lub więcej" "Rzadziej lub wcale" 0 3.72970144863419 1736.11111111111 225 4 9 1.79175946922806 10.9099444873581 2.38967471159721 15 2 6 3 1 4 15 2 6 3 4 1 1 81 16 0 2500 0.63793724898022
163 781.000004033558 0 65 6 3 30 32.5 13 2 6 3 4 3 2 "Kobieta" 0 "4 lata" 23 "Jeden z rodziców/opiekunów prawnych ma wykształcenie wyższe a drugi średnie lub podstawowe" 0 "W większości utrzymuję się sam, moi rodzice (lub dalsza rodzina) wspierają mnie w niewielkim stopniu" 2 "5000-7999" 6500 "Studia zaoczne / niestacjonarne lub inne;" 0 "Społeczne i ekonomiczne;" 0 0 0 1 0 "Miasto powyżej 500 tys." "Mieszkam wspólnie z rodzicami;" 1 "mniej niż 1 godzinę tygodniowo" "4 godziny dziennie lub więcej" "Raz w miesiącu" 2 3.48124008933569 1056.25 169 4 16 1.09861228866811 9.40175425099138 2.24089629431005 0 0 0 0 0 0 0 0 0 0 0 0 1 256 4 6500 0 0.889619324226274
164 1175.99999892991 0.5 99 1 4.96 30 53.6666666666667 16 6 5 8 6 5 6 "Kobieta" 0 "0 lat (jestem w trakcie pierwszego roku)" 19 "Wykształcenie wyższe" 1 "W większości utrzymuję się sam, moi rodzice (lub dalsza rodzina) wspierają mnie w niewielkim stopniu" 2 "3000-4999" 4000 "Studia zaoczne / niestacjonarne lub inne;" 0 "Inżynieryjno-techniczne;" 0 1 0 0 0 "Miasto powyżej 500 tys." "Mieszkam wspólnie z rodzicami;" 1 "1-3 godziny tygodniowo" "4-7 godzin tygodniowo" "Tylko podczas sesji" 1 3.98279207631635 2880.11111111111 256 36 36 1.6094379124341 12.6515073172239 2.53777636358685 0 0 0 0 0 0 16 6 5 6 2 0 1 1296 4 4000 0 0.490036617162016
165 342.999999714084 0.5 100 0 5 24 54.1666666666667 12 3 1 5 6 7 4 "Kobieta" 0 "5 lat" 24 "Jeden z rodziców/opiekunów prawnych ma wykształcenie średnie a drugi podstawowe" 0 "Mam trochę własnych środków, ale w większości utrzymują mnie moi rodzice (lub dalsza rodzina)" 4 "1000-1999" 1500 "Studia stacjonarne;" 1 "Humanistyczne;" 1 0 0 0 0 "Miasto od 50 tys. do 150 tys." "Mieszkam w mieszkaniu studenckim (wynajmuję ze znajomymi);" 0 "1-3 godziny tygodniowo" "mniej niż 1 godzinę tygodniowo" "Kilka razy w miesiącu" 3 3.99206571310168 2934.02777777778 144 9 36 1.94591014905531 12.7196014438797 2.54314422439276 12 3 1 6 0 4 0 0 0 0 0 0 1 1296 16 0 1500 -1.51564801852406
166 608.000005711801 0.5 100 0.5 4.5 33 54.1666666666667 12 1 5 7 5 2 8 "Kobieta" 0 "0 lat (jestem w trakcie pierwszego roku)" 19 "Wykształcenie wyższe" 1 "Mam trochę własnych środków, ale w większości utrzymują mnie moi rodzice (lub dalsza rodzina)" 4 "2000-2999" 2500 "Studia stacjonarne;" 1 "Humanistyczne;" 1 0 0 0 0 "Miasto od 50 tys. do 150 tys." "Mieszkam na stancji (wynajmuję pokój w mieszkaniu / domu prywatnym);" 0 "1-3 godziny tygodniowo" "1-3 godziny tygodniowo" "Raz w miesiącu" 2 3.99206571310168 2934.02777777778 144 1 25 0.693147180559945 12.7196014438797 2.54314422439276 12 1 5 5 1 4 12 1 5 5 4 1 1 625 16 0 2500 0.905082479257826
167 1069.00000094902 6 100 3 4 22 100 15 5 3 7 3 2 7 "Mężczyzna" 1 "2 lata" 21 "Wykształcenie wyższe" 1 "Mam trochę własnych środków, ale w większości utrzymują mnie moi rodzice (lub dalsza rodzina)" 4 "1000-1999" 1500 "Studia stacjonarne;" 1 "Medyczne i nauki o zdrowiu;Ścisłe i przyrodnicze;" 0 0 1 0 1 "Miasto do 50 tys." "Mieszkam w akademiku;" 0 "4 godziny dziennie lub więcej" "2-3 godziny dziennie" "Rzadziej lub wcale" 0 4.60517018598809 10000 225 25 9 0.693147180559945 18 2.89037175789616 15 5 3 3 1 4 15 5 3 3 4 1 1 81 16 0 1500 2.34151204095697
168 611.999997217208 0.5 95 6 4.85 33 51.6666666666667 18 1 8 2 8 4 5 "Mężczyzna" 1 "4 lata" 23 "Wykształcenie wyższe" 1 "W większości utrzymuję się sam, moi rodzice (lub dalsza rodzina) wspierają mnie w niewielkim stopniu" 2 "3000-4999" 4000 "Studia stacjonarne;" 1 "Społeczne i ekonomiczne;Ścisłe i przyrodnicze;" 0 0 0 1 1 "Wieś" "Mieszkam w mieszkaniu studenckim (wynajmuję ze znajomymi);" 0 "1-3 godziny tygodniowo" "4 godziny dziennie lub więcej" "Kilka razy w tygodniu" 4 3.94481282825114 2669.44444444444 324 1 64 1.38629436111989 12.3759057685652 2.51575149919566 18 1 8 8 1 2 18 1 8 8 2 1 1 4096 4 0 4000 0.45319679052283
169 863.999999547377 0.5 100 6 4.3 31 54.1666666666667 19 3 7 6 8 7 6 "Kobieta" 0 "2 lata" 21 "Wykształcenie wyższe" 1 "Mam trochę własnych środków, ale w większości utrzymują mnie moi rodzice (lub dalsza rodzina)" 4 "1000-1999" 1500 "Studia stacjonarne;" 1 "Medyczne i nauki o zdrowiu;" 0 0 1 0 0 "Miasto do 50 tys." "Mieszkam wspólnie z rodzicami;" 1 "1-3 godziny tygodniowo" "4 godziny dziennie lub więcej" "Kilka razy w miesiącu" 3 3.99206571310168 2934.02777777778 361 9 64 1.94591014905531 12.7196014438797 2.54314422439276 19 3 7 8 1 4 19 3 7 8 4 1 1 4096 16 1500 0 -1.04296235716436
170 1437.00000462122 3 60 0.5 3.7 24 55 15 5 7 4 2 7 5 "Mężczyzna" 1 "1 rok" 20 "Wykształcenie wyższe" 1 "Mam trochę własnych środków, ale w większości utrzymują mnie moi rodzice (lub dalsza rodzina)" 4 "1000-1999" 1500 "Studia stacjonarne;" 1 "Inżynieryjno-techniczne;" 0 1 0 0 0 "Wieś" "Mieszkam wspólnie z rodzicami;" 1 "2-3 godziny dziennie" "1-3 godziny tygodniowo" "Rzadziej lub wcale" 0 4.00733318523247 3025 225 25 4 1.94591014905531 12.8323969741913 2.55197298691367 15 5 7 2 1 4 15 5 7 2 4 1 1 16 16 1500 0 1.35865251220082
171 321.999995433725 3 100 1 4.5 37 75 14 1 5 5 5 5 5 "Mężczyzna" 1 "3 lata" 22 "Wykształcenie wyższe" 1 "W połowie utrzymuję się sam, a w połowie wspierają mnie rodzice (lub dalsza rodzina)" 3 "2000-2999" 2500 "Studia stacjonarne;" 1 "Ścisłe i przyrodnicze;" 0 0 0 0 1 "Wieś" "Mieszkam wspólnie z rodzicami;" 1 "2-3 godziny dziennie" "4-7 godzin tygodniowo" "Rzadziej lub wcale" 0 4.31748811353631 5625 196 1 25 1.6094379124341 15.3205080756888 2.72919232797198 14 1 5 5 1 3 14 1 5 5 3 1 1 625 9 2500 0 4.53311179606317
172 784.000002848916 6 80 0.5 3.56 26 90 11 6 3 5 2 7 6 "Mężczyzna" 1 "2 lata" 21 "Wykształcenie wyższe" 1 "Moi rodzice (lub dalsza rodzina, np. dziadkowie, wujostwo) utrzymują mnie w 100%" 5 "2000-2999" 2500 "Studia stacjonarne;" 1 "Inżynieryjno-techniczne;Społeczne i ekonomiczne;Architektura;" 0 1 0 1 0 "Miasto powyżej 500 tys." "Mieszkam wspólnie z rodzicami;" 1 "4 godziny dziennie lub więcej" "1-3 godziny tygodniowo" "Raz w miesiącu" 2 4.49980967033027 8100 121 36 4 1.94591014905531 16.9736659610103 2.83166308190352 11 6 3 2 1 5 11 6 3 2 5 1 1 16 25 2500 0 2.98614185386216
173 915.999995358289 0.5 80 6 4.25 29 44.1666666666667 13 2 6 9 3 9 8 "Kobieta" 0 "1 rok" 20 "Wykształcenie wyższe" 1 "Mam trochę własnych środków, ale w większości utrzymują mnie moi rodzice (lub dalsza rodzina)" 4 "1000-1999" 1500 "Studia stacjonarne;" 1 "Inżynieryjno-techniczne;" 0 1 0 0 0 "Wieś" "Mieszkam wspólnie z rodzicami;" 1 "1-3 godziny tygodniowo" "4 godziny dziennie lub więcej" "Raz w miesiącu" 2 3.78797035675817 1950.69444444444 169 4 9 2.19722457733622 11.2916013582513 2.42405920674392 13 2 6 3 1 4 13 2 6 3 4 1 1 81 16 1500 0 1.4058088456575
174 2174.00000591297 3 100 1 4.58 31 75 16 3 3 5 8 6 4 "Mężczyzna" 1 "2 lata" 21 "Jeden z rodziców/opiekunów prawnych ma wykształcenie wyższe a drugi średnie lub podstawowe" 0 "Mam trochę własnych środków, ale w większości utrzymują mnie moi rodzice (lub dalsza rodzina)" 4 "<1000" 500 "Studia stacjonarne;" 1 "Medyczne i nauki o zdrowiu;" 0 0 1 0 0 "Wieś" "Mieszkam wspólnie z rodzicami;" 1 "2-3 godziny dziennie" "4-7 godzin tygodniowo" "Kilka razy w miesiącu" 3 4.31748811353631 5625 256 9 64 1.79175946922806 15.3205080756888 2.72919232797198 16 3 3 8 0 4 0 0 0 0 0 0 1 4096 16 500 0 -0.246456634541412
175 909.000005666166 0.5 90 6 4 31 49.1666666666667 15 2 8 4 4 9 8 "Kobieta" 0 "2 lata" 21 "Wykształcenie wyższe" 1 "Moi rodzice (lub dalsza rodzina, np. dziadkowie, wujostwo) utrzymują mnie w 100%" 5 "2000-2999" 2500 "Studia stacjonarne;" 1 "Medyczne i nauki o zdrowiu;" 0 0 1 0 0 "Miasto do 50 tys." "Mieszkam sam;" 0 "1-3 godziny tygodniowo" "4 godziny dziennie lub więcej" "Rzadziej lub wcale" 0 3.89521588711176 2417.36111111111 225 4 16 2.19722457733622 12.0237893119751 2.48688713000633 15 2 8 4 1 5 15 2 8 4 5 1 1 256 25 0 2500 -0.352095596192862
176 918.000000226311 0.5 100 6 4.5 31 54.1666666666667 18 2 8 7 8 3 9 "Kobieta" 0 "6 lat i więcej" 25 "Wykształcenie wyższe" 1 "Mam trochę własnych środków, ale w większości utrzymują mnie moi rodzice (lub dalsza rodzina)" 4 "3000-4999" 4000 "Studia stacjonarne;" 1 "Medyczne i nauki o zdrowiu;" 0 0 1 0 0 "Miasto powyżej 500 tys." "Mieszkam wspólnie z rodzicami;" 1 "1-3 godziny tygodniowo" "4 godziny dziennie lub więcej" "Tylko podczas sesji" 1 3.99206571310168 2934.02777777778 324 4 64 1.09861228866811 12.7196014438797 2.54314422439276 18 2 8 8 1 4 18 2 8 8 4 1 1 4096 16 4000 0 0.214439668129513
177 1984.00000298861 1 10 6 4.2 29 13.3333333333333 14 6 1 7 9 6 7 "Kobieta" 0 "2 lata" 21 "Wykształcenie wyższe" 1 "X" NA "3000-4999" 4000 "Studia stacjonarne;" 1 "Inżynieryjno-techniczne;" 0 1 0 0 0 "Miasto powyżej 500 tys." "X;" 0 "4-7 godzin tygodniowo" "4 godziny dziennie lub więcej" "Rzadziej lub wcale" 0 2.59026716544583 177.777777777778 196 36 81 1.79175946922806 5.30296743340221 1.66826655697118 14 6 1 9 1 NA 14 6 1 9 NA 1 1 6561 NA 0 4000 NA
178 3599.99999413267 0.5 90 1 4.26 28 49.1666666666667 15 2 5 5 6 9 4 "Kobieta" 0 "2 lata" 21 "Wykształcenie wyższe" 1 "W większości utrzymuję się sam, moi rodzice (lub dalsza rodzina) wspierają mnie w niewielkim stopniu" 2 "2000-2999" 2500 "Studia stacjonarne;" 1 "Medyczne i nauki o zdrowiu;" 0 0 1 0 0 "Miasto powyżej 500 tys." "Mieszkam ze swoją rodziną (współmałżonkiem, partnerem, dziećmi);" 0 "1-3 godziny tygodniowo" "4-7 godzin tygodniowo" "Rzadziej lub wcale" 0 3.89521588711176 2417.36111111111 225 4 36 2.19722457733622 12.0237893119751 2.48688713000633 15 2 5 6 1 2 15 2 5 6 2 1 1 1296 4 0 2500 -0.205750534145684
179 342.999999085442 1 80 0 3.33 24 48.3333333333333 9 3 3 5 1 8 5 "Mężczyzna" 1 "2 lata" 21 "Jeden z rodziców/opiekunów prawnych ma wykształcenie średnie a drugi podstawowe" 0 "Mam trochę własnych środków, ale w większości utrzymują mnie moi rodzice (lub dalsza rodzina)" 4 "<1000" 500 "Studia stacjonarne;" 1 "Inżynieryjno-techniczne;" 0 1 0 0 0 "Wieś" "Mieszkam wspólnie z rodzicami;" 1 "4-7 godzin tygodniowo" "mniej niż 1 godzinę tygodniowo" "Rzadziej lub wcale" 0 3.87812145375246 2336.11111111111 81 9 1 2.07944154167984 11.9044357430761 2.4769110821819 9 3 3 1 0 4 0 0 0 0 0 0 1 1 16 500 0 1.04646825431584
180 742.00000371784 6 90 0 3.8 24 95 14 5 2 4 4 7 2 "Mężczyzna" 1 "2 lata" 21 "Jeden z rodziców/opiekunów prawnych ma wykształcenie wyższe a drugi średnie lub podstawowe" 0 "Moi rodzice (lub dalsza rodzina, np. dziadkowie, wujostwo) utrzymują mnie w 100%" 5 "<1000" 500 "Studia stacjonarne;" 1 "Inżynieryjno-techniczne;" 0 1 0 0 0 "Miasto powyżej 500 tys." "Mieszkam wspólnie z rodzicami;" 1 "4 godziny dziennie lub więcej" "mniej niż 1 godzinę tygodniowo" "Rzadziej lub wcale" 0 4.55387689160054 9025 196 25 16 1.94591014905531 17.4935886896179 2.86183445320977 14 5 2 4 0 5 0 0 0 0 0 0 1 256 25 500 0 2.85783860766271
181 336.999994539655 1 90 1 4.17 30 53.3333333333333 15 4 3 5 6 9 9 "Mężczyzna" 1 "3 lata" 22 "Wykształcenie wyższe" 1 "Moi rodzice (lub dalsza rodzina, np. dziadkowie, wujostwo) utrzymują mnie w 100%" 5 "<1000" 500 "Studia stacjonarne;" 1 "Inżynieryjno-techniczne;" 0 1 0 0 0 "Miasto powyżej 500 tys." "Mieszkam wspólnie z rodzicami;" 1 "4-7 godzin tygodniowo" "4-7 godzin tygodniowo" "Rzadziej lub wcale" 0 3.97656152656572 2844.44444444444 225 16 36 2.19722457733622 12.6059348668044 2.53416772423673 15 4 3 6 1 5 15 4 3 6 5 1 1 1296 25 500 0 -1.31890153605214
182 548.000000487081 0.5 75 0.5 4.2 32 41.6666666666667 12 3 3 4 2 9 5 "Mężczyzna" 1 "2 lata" 21 "Jeden z rodziców/opiekunów prawnych ma wykształcenie średnie a drugi podstawowe" 0 "Mam trochę własnych środków, ale w większości utrzymują mnie moi rodzice (lub dalsza rodzina)" 4 "<1000" 500 "Studia stacjonarne;" 1 "Inżynieryjno-techniczne;" 0 1 0 0 0 "Miasto powyżej 500 tys." "Mieszkam wspólnie z rodzicami;" 1 "1-3 godziny tygodniowo" "1-3 godziny tygodniowo" "Rzadziej lub wcale" 0 3.72970144863419 1736.11111111111 144 9 4 2.19722457733622 10.9099444873581 2.38967471159721 12 3 3 2 0 4 0 0 0 0 0 0 1 16 16 500 0 -1.0355550327651
183 804.999997070991 0 80 3 3.8 27 40 10 3 3 3 1 8 5 "Mężczyzna" 1 "2 lata" 21 "Jeden z rodziców/opiekunów prawnych ma wykształcenie wyższe a drugi średnie lub podstawowe" 0 "Mam trochę własnych środków, ale w większości utrzymują mnie moi rodzice (lub dalsza rodzina)" 4 "<1000" 500 "Studia stacjonarne;" 1 "Inżynieryjno-techniczne;" 0 1 0 0 0 "Miasto od 150 tys. do 500 tys." "Mieszkam wspólnie z rodzicami;" 1 "mniej niż 1 godzinę tygodniowo" "2-3 godziny dziennie" "Rzadziej lub wcale" 0 3.68887945411394 1600 100 9 1 2.07944154167984 10.6491106406735 2.36547638075047 10 3 3 1 0 4 0 0 0 0 0 0 1 1 16 500 0 -0.39017872047258
184 374.000000045634 0.5 50 6 3.2 32 29.1666666666667 14 4 5 4 6 2 5 "Mężczyzna" 1 "2 lata" 21 "Wykształcenie wyższe" 1 "Mam trochę własnych środków, ale w większości utrzymują mnie moi rodzice (lub dalsza rodzina)" 4 "1000-1999" 1500 "Studia stacjonarne;" 1 "Inżynieryjno-techniczne;" 0 1 0 0 0 "Miasto od 50 tys. do 150 tys." "Mieszkam wspólnie z rodzicami;" 1 "1-3 godziny tygodniowo" "4 godziny dziennie lub więcej" "Rzadziej lub wcale" 0 3.37302650469546 850.694444444444 196 16 36 0.693147180559945 8.80123449734643 2.17489199543468 14 4 5 6 1 4 14 4 5 6 4 1 1 1296 16 1500 0 -2.75687342912548
186 1223.00000048708 3 60 1 4.11 32 55 15 5 5 6 2 3 8 "Mężczyzna" 1 "3 lata" 22 "Wykształcenie wyższe" 1 "Mam trochę własnych środków, ale w większości utrzymują mnie moi rodzice (lub dalsza rodzina)" 4 "1000-1999" 1500 "Studia stacjonarne;" 1 "Inżynieryjno-techniczne;" 0 1 0 0 0 "Miasto do 50 tys." "Mieszkam w akademiku;" 0 "2-3 godziny dziennie" "4-7 godzin tygodniowo" "Rzadziej lub wcale" 0 4.00733318523247 3025 225 25 4 1.09861228866811 12.8323969741913 2.55197298691367 15 5 5 2 1 4 15 5 5 2 4 1 1 16 16 0 1500 0.817462018795993
187 985.9999966342 0 50 0 4.21 25 25 10 4 3 4 1 2 2 "Mężczyzna" 1 "3 lata" 22 "Jeden z rodziców/opiekunów prawnych ma wykształcenie wyższe a drugi średnie lub podstawowe" 0 "Moi rodzice (lub dalsza rodzina, np. dziadkowie, wujostwo) utrzymują mnie w 100%" 5 "<1000" 500 "Studia stacjonarne;" 1 "Inżynieryjno-techniczne;" 0 1 0 0 0 "Miasto do 50 tys." "Mieszkam wspólnie z rodzicami;Mieszkam z dalszą rodziną (np. babcią, dziadkiem, ciocią, wujkiem);" 1 "w ogóle nie przygotowuję się do zajęć" "mniej niż 1 godzinę tygodniowo" "Rzadziej lub wcale" 0 3.2188758248682 625 100 16 1 0.693147180559945 8 2.07944154167984 10 4 3 1 0 5 0 0 0 0 0 0 1 1 25 500 0 -3.4576903177654
188 465.999998291954 1 70 0 3.56 29 43.3333333333333 14 4 6 7 2 2 7 "Mężczyzna" 1 "4 lata" 23 "Wykształcenie średnie" 0 "Mam trochę własnych środków, ale w większości utrzymują mnie moi rodzice (lub dalsza rodzina)" 4 "2000-2999" 2500 "Studia stacjonarne;" 1 "Inżynieryjno-techniczne;" 0 1 0 0 0 "Miasto do 50 tys." "Mieszkam wspólnie z rodzicami;" 1 "4-7 godzin tygodniowo" "mniej niż 1 godzinę tygodniowo" "Rzadziej lub wcale" 0 3.76892216178747 1877.77777777778 196 16 4 0.693147180559945 11.1656117720877 2.41283867752926 14 4 6 2 0 4 0 0 0 0 0 0 1 16 16 2500 0 -0.34507827466836
189 522.999996528961 6 100 0 4.97 21 100 15 5 4 2 4 9 1 "Kobieta" 0 "1 rok" 20 "Wykształcenie wyższe" 1 "Moi rodzice (lub dalsza rodzina, np. dziadkowie, wujostwo) utrzymują mnie w 100%" 5 "<1000" 500 "Studia stacjonarne;" 1 "Humanistyczne;Ścisłe i przyrodnicze;" 1 0 0 0 1 "Miasto powyżej 500 tys." "Mieszkam wspólnie z rodzicami;" 1 "4 godziny dziennie lub więcej" "mniej niż 1 godzinę tygodniowo" "Kilka razy w miesiącu" 3 4.60517018598809 10000 225 25 16 2.19722457733622 18 2.89037175789616 15 5 4 4 1 5 15 5 4 4 5 1 1 256 25 500 0 2.23429929841049
190 398.999995202757 3 60 0 4.3 29 55 17 1 5 6 3 8 9 "Kobieta" 0 "1 rok" 20 "Wykształcenie średnie" 0 "W połowie utrzymuję się sam, a w połowie wspierają mnie rodzice (lub dalsza rodzina)" 3 "2000-2999" 2500 "Studia stacjonarne;" 1 "Medyczne i nauki o zdrowiu;" 0 0 1 0 0 "Wieś" "Mieszkam na stancji (wynajmuję pokój w mieszkaniu / domu prywatnym);" 0 "2-3 godziny dziennie" "mniej niż 1 godzinę tygodniowo" "Kilka razy w miesiącu" 3 4.00733318523247 3025 289 1 9 2.07944154167984 12.8323969741913 2.55197298691367 17 1 5 3 0 3 0 0 0 0 0 0 1 81 9 0 2500 -1.01917538516574
191 934.000001451932 1 100 6 5 30 58.3333333333333 19 5 3 7 7 4 6 "Mężczyzna" 1 "5 lat" 24 "Wykształcenie podstawowe" 0 "W 100% utrzymuję się sam" 1 "8000 i powyżej" 9500 "Studia stacjonarne;" 1 "Ścisłe i przyrodnicze;" 0 0 0 0 1 "Wieś" "Mieszkam na stancji (wynajmuję pokój w mieszkaniu / domu prywatnym);" 0 "4-7 godzin tygodniowo" "4 godziny dziennie lub więcej" "Raz w miesiącu" 2 4.0661736852554 3402.77777777778 361 25 49 1.38629436111989 13.2752523165195 2.5859015738415 19 5 3 7 0 1 0 0 0 0 0 0 1 2401 1 0 9500 -2.45703392809326
192 2128.99999979418 1 70 1 3.86 32 43.3333333333333 15 4 5 2 4 7 2 "Mężczyzna" 1 "3 lata" 22 "Jeden z rodziców/opiekunów prawnych ma wykształcenie wyższe a drugi średnie lub podstawowe" 0 "Moi rodzice (lub dalsza rodzina, np. dziadkowie, wujostwo) utrzymują mnie w 100%" 5 "<1000" 500 "Studia stacjonarne;" 1 "Inżynieryjno-techniczne;" 0 1 0 0 0 "Miasto powyżej 500 tys." "Mieszkam wspólnie z rodzicami;" 1 "4-7 godzin tygodniowo" "4-7 godzin tygodniowo" "Rzadziej lub wcale" 0 3.76892216178747 1877.77777777778 225 16 16 1.94591014905531 11.1656117720877 2.41283867752926 15 4 5 4 0 5 0 0 0 0 0 0 1 256 25 500 0 -1.95482375078284
193 877.999997162261 3 90 0 4.7 33 70 19 6 5 3 5 7 1 "Mężczyzna" 1 "2 lata" 21 "Wykształcenie wyższe" 1 "Moi rodzice (lub dalsza rodzina, np. dziadkowie, wujostwo) utrzymują mnie w 100%" 5 "<1000" 500 "Studia stacjonarne;" 1 "Inżynieryjno-techniczne;" 0 1 0 0 0 "Miasto powyżej 500 tys." "Mieszkam wspólnie z rodzicami;" 1 "2-3 godziny dziennie" "mniej niż 1 godzinę tygodniowo" "Kilka razy w miesiącu" 3 4.24849524204936 4900 361 36 25 1.94591014905531 14.7332005306815 2.69010348662027 19 6 5 5 1 5 19 6 5 5 5 1 1 625 25 500 0 0.00602632158929772
